user,btc_blocks,fraction
0x2f486cd2711fed55ecc481a5a0ac62001ebfb16c,872208.8478149262,0.0003073995085638015
0xdd5b163fb4f47ae3c8e44a3040dbf1896b5b14b2,848556.5375967224,0.00029906353655928774
0x33229a716356a3b7474c33dc51297460a4e13257,846417.0304645195,0.00029830949302641653
0xdbe2d6cec8a1b449471bdfedcfb0f8418bb978f7,835368.5024280152,0.000294415572324645
0xef80c44d996ebac95aa62589986fb3fcdfe3f7d9,833719.5754104748,0.0002938344278474715
0xc1c1fdadd3f76ff4e34f6f3f0b00f4db9b539a8f,804815.8166494927,0.000283647646022188
0xe7d4d40bf81d854405b6391071c94a8e131e5c30,799536.7974846059,0.00028178711926755756
0xe73785f8e142538ccb201b1f5576fb14ee104eda,779653.5687827901,0.00027477951467043383
0xbf1d89afc6438f6cc3b3457272844fbba1935606,777661.081886839,0.00027407728664996647
0x0106b2ca526fadaf60b74ee285ee25ddac5109cc,770243.7724629089,0.00027146314523476085
0xa028a0be0268bd436a395dae034887a409c34248,766972.7325587509,0.000270310306598063
0xb32707a838067eba272861355d211f8067a47823,761241.1804250226,0.0002682902900462592
0xb04024dafde70eb61f71629e6acf47e72522eed4,757239.6910532145,0.00026688001328800497
0x92c5df2e6903673e24a9f0989275854bc25dd7e0,751444.8158181235,0.0002648376792714238
0x792cbcd089a19904e5e681de6eb7d7637b36f1c2,748868.1099703391,0.00026392955031434345
0x9b68cb6aff0a3b6eb591e414c653737324d80485,746728.1024507304,0.0002631753304259548
0xd009986bf640443e99be79b93da2fbefcea29d67,740957.8498725564,0.0002611416743683909
0x9ec804a308c6d2ba376353208d86fc2abcbe98f9,723206.824590554,0.00025488553919863046
0x89fee8e11e2a238579fb0d59f5ce1dd90c85fe15,718464.021068457,0.0002532139951922154
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,715675.9652494412,0.0002522313784820536
0x3de4f8499935751ec4829e51fc5c64c7237f5c3a,709293.8438271562,0.00024998207661619905
0xc309151865a7493dd51f611b27d7d5b0323b240e,707189.5439477179,0.0002492404414557318
